Gene stable ID,Mouse gene stable ID,Mouse gene name,"Mouse orthology confidence [0 low, 1 high]",Gene name
ENSG00000196872,ENSMUSG00000026090,Cracdl,1,CRACDL
ENSG00000109919,ENSMUSG00000027282,Mtch2,1,MTCH2
ENSG00000004142,ENSMUSG00000001100,Poldip2,1,POLDIP2
ENSG00000137821,ENSMUSG00000047766,Lrrc49,1,LRRC49
ENSG00000198546,ENSMUSG00000025470,Zfp511,1,ZNF511
ENSG00000236300,,,,MTND4LP12
ENSG00000163623,ENSMUSG00000035187,Nkx6-1,1,NKX6-1
ENSG00000228670,,,,NANOGP2
ENSG00000185078,,,,RPL9P14
ENSG00000112308,ENSMUSG00000019132,BC005537,1,C6orf62
ENSG00000233842,,,,
ENSG00000152795,ENSMUSG00000029328,Hnrnpdl,1,HNRNPDL
ENSG00000224219,,,,SEC61GP1
ENSG00000221514,ENSMUSG00000080518,Gm22193,1,SNORD111B
ENSG00000221066,ENSMUSG00000080396,Snord111,1,SNORD111
ENSG00000105197,ENSMUSG00000003438,Timm50,1,TIMM50
ENSG00000283496,ENSMUSG00000025467,Prap1,0,ZNF511-PRAP1
ENSG00000224164,,,,LINC02828
ENSG00000115183,ENSMUSG00000035168,Tanc1,1,TANC1
ENSG00000130643,ENSMUSG00000025468,Caly,1,CALY
ENSG00000244045,ENSMUSG00000051232,Tmem199,1,TMEM199
ENSG00000218806,,,,
ENSG00000251666,,,,ZNF346-IT1
ENSG00000112312,ENSMUSG00000006715,Gmnn,1,GMNN
ENSG00000253980,,,,
ENSG00000090861,ENSMUSG00000031960,Aars,1,AARS1
ENSG00000248355,,,,ARL2BPP6
ENSG00000253261,,,,
ENSG00000249689,,,,
ENSG00000213316,,,,LTC4S
ENSG00000230306,,,,BANF1P2
ENSG00000226699,,,,
ENSG00000165828,ENSMUSG00000025467,Prap1,0,PRAP1
ENSG00000109920,ENSMUSG00000008200,Fnbp4,1,FNBP4
ENSG00000258924,,,,
ENSG00000148803,ENSMUSG00000025466,Fuom,1,FUOM
ENSG00000284532,,,,MIR4723
ENSG00000265618,,,,
ENSG00000273171,ENSMUSG00000017344,Vtn,0,
ENSG00000109072,ENSMUSG00000017344,Vtn,1,VTN
ENSG00000253406,,,,
ENSG00000144410,,,,CPO
ENSG00000254299,,,,LINC01944
ENSG00000248761,,,,
ENSG00000248596,,,,
ENSG00000254391,,,,
ENSG00000200090,,,,Y_RNA
ENSG00000241112,,,,RPL29P14
ENSG00000271543,,,,
ENSG00000254187,,,,
ENSG00000252941,,,,RNA5SP340
ENSG00000252874,,,,Y_RNA
ENSG00000271557,,,,YPEL5P2
ENSG00000279679,,,,
ENSG00000246211,,,,P4HA3-AS1
ENSG00000271477,,,,
ENSG00000127884,ENSMUSG00000025465,Echs1,1,ECHS1
ENSG00000115107,ENSMUSG00000026389,Steap3,1,STEAP3
ENSG00000165434,ENSMUSG00000030729,Pgm2l1,1,PGM2L1
ENSG00000123643,ENSMUSG00000020261,Slc36a1,1,SLC36A1
ENSG00000284688,,,,BTN1A1P1
ENSG00000066405,ENSMUSG00000032473,Cldn18,1,CLDN18
ENSG00000199289,,,,RNU6-502P
ENSG00000228223,,,,HCG11
ENSG00000182952,,,,HMGN4
ENSG00000277450,,,,
ENSG00000279532,,,,
ENSG00000090932,ENSMUSG00000003436,Dll3,1,DLL3
ENSG00000265395,,,,MIR3944
ENSG00000274685,,,,
ENSG00000265060,,,,PPY2P
ENSG00000284607,,,,
ENSG00000148832,ENSMUSG00000025464,Paox,1,PAOX
ENSG00000275221,,,,H2AC15
ENSG00000217646,,,,H2BC16P
ENSG00000276903,,,,H2AC16
ENSG00000212961,,,,HNRNPA1P40
ENSG00000184357,ENSMUSG00000058773,H1f5,1,H1-5
ENSG00000254631,,,,
ENSG00000275379,,,,H3C11
ENSG00000197879,ENSMUSG00000017774,Myo1c,1,MYO1C
ENSG00000275126,,,,H4C13
ENSG00000255440,,,,
ENSG00000197153,,,,H3C12
ENSG00000264402,,,,MIR548AL
ENSG00000197756,ENSMUSG00000046330,Rpl37a,1,RPL37A
ENSG00000254928,,,,
ENSG00000255444,,,,CYCSP27
ENSG00000278677,,,,H2AC17
ENSG00000254974,,,,
ENSG00000274641,,,,H2BC17
ENSG00000175536,ENSMUSG00000030725,Lipt2,1,LIPT2
ENSG00000238610,,,,RNU7-26P
ENSG00000138231,ENSMUSG00000032469,Dbr1,1,DBR1
ENSG00000168131,,,,OR2B2
ENSG00000232757,,,,ETF1P1
ENSG00000281896,,,,
ENSG00000278104,,,,
ENSG00000275856,ENSMUSG00002076029,,1,
ENSG00000254837,,,,
ENSG00000223189,,,,RNU6-177P
ENSG00000243302,,,,
ENSG00000066379,ENSMUSG00000036315,Polr1h,1,POLR1H
ENSG00000230715,,,,
ENSG00000229413,,,,
ENSG00000176401,ENSMUSG00000070705,Eid2b,1,EID2B
ENSG00000175538,ENSMUSG00000035165,Kcne3,1,KCNE3
ENSG00000243679,,,,
ENSG00000281490,,,,CICP14
ENSG00000269792,,,,
ENSG00000271553,,,,
ENSG00000241493,,,,
ENSG00000269584,,,,TDGF1P7
ENSG00000271344,,,,
ENSG00000240766,,,,PLCXD2-AS1
ENSG00000176396,ENSMUSG00000046058,Eid2,1,EID2
ENSG00000239722,,,,IMP3P2
ENSG00000241905,,,,NDUFS6P1
ENSG00000201041,,,,RNA5SP242
ENSG00000252866,,,,RNA5SP243
ENSG00000269588,,,,
ENSG00000173193,ENSMUSG00000034422,Parp14,1,PARP14
ENSG00000269188,,,,
ENSG00000128595,ENSMUSG00000029767,Calu,1,CALU
ENSG00000244253,,,,RPS29P24
ENSG00000243581,,,,RPS29P25
ENSG00000169515,ENSMUSG00000041117,Ccdc8,1,CCDC8
ENSG00000182013,ENSMUSG00000041141,Pnmal1,1,PNMA8A
ENSG00000174080,ENSMUSG00000083282,Ctsf,1,CTSF
ENSG00000204851,ENSMUSG00000070802,Pnmal2,1,PNMA8B
ENSG00000204850,,,,
ENSG00000278797,,,,
ENSG00000249210,,,,GAPDHP38
ENSG00000119042,ENSMUSG00000038331,Satb2,1,SATB2
ENSG00000152583,ENSMUSG00000029309,Sparcl1,1,SPARCL1
ENSG00000160014,ENSMUSG00000019370,Calm3,1,CALM3
ENSG00000139438,ENSMUSG00000041930,Fam222a,1,FAM222A
ENSG00000241438,,,,TDGF1P6
ENSG00000158163,ENSMUSG00000037784,Dzip1l,1,DZIP1L
ENSG00000225830,ENSMUSG00000054051,Ercc6,1,ERCC6
ENSG00000255650,,,,FAM222A-AS1
ENSG00000184845,ENSMUSG00000021478,Drd1,1,DRD1
ENSG00000263510,,,,MIR4497
ENSG00000256351,,,,
ENSG00000241413,,,,RN7SL441P
ENSG00000249094,,,,
ENSG00000169131,ENSMUSG00000020364,Zfp354a,1,ZNF354A
ENSG00000278773,,,,
ENSG00000202034,ENSMUSG00000064909,Gm25401,0,RNU6-399P
ENSG00000221949,,,,LINC01465
ENSG00000204619,ENSMUSG00000036398,Ppp1r11,1,PPP1R11
ENSG00000257354,,,,MIRLET7IHG
ENSG00000199179,ENSMUSG00000065406,Mirlet7i,1,MIRLET7I
ENSG00000275180,,,,
ENSG00000241941,,,,RPL32P26
ENSG00000111199,ENSMUSG00000014158,Trpv4,1,TRPV4
ENSG00000239265,,,,CLRN1-AS1
ENSG00000271237,,,,HMGB1P50
ENSG00000159685,ENSMUSG00000030086,Chchd6,1,CHCHD6
ENSG00000231228,,,,ARPP19P1
ENSG00000070748,ENSMUSG00000021919,Chat,1,CHAT
ENSG00000253653,,,,
ENSG00000287579,,,,
ENSG00000248965,,,,
ENSG00000253447,,,,
ENSG00000204616,ENSMUSG00000058063,Trim31,0,TRIM31
ENSG00000116205,ENSMUSG00000028619,Tceanc2,1,TCEANC2
ENSG00000038274,ENSMUSG00000042032,Mat2b,1,MAT2B
ENSG00000244218,,,,RN7SL81P
ENSG00000128596,ENSMUSG00000029769,Ccdc136,1,CCDC136
ENSG00000234285,,,,GAPDHP49
ENSG00000269292,,,,
ENSG00000287688,,,,
ENSG00000144339,ENSMUSG00000026109,Tmeff2,1,TMEFF2
ENSG00000198841,ENSMUSG00000073775,Kti12,1,KTI12
ENSG00000160013,ENSMUSG00000043017,Ptgir,1,PTGIR
ENSG00000243508,,,,DNAJB6P7
ENSG00000282860,,,,
ENSG00000242537,,,,MRE11P1
ENSG00000116212,ENSMUSG00000028617,Lrrc42,1,LRRC42
ENSG00000163762,,,,TM4SF18
ENSG00000231226,,,,TRIM31-AS1
ENSG00000252228,,,,
ENSG00000204614,ENSMUSG00000073399,Trim40,1,TRIM40
ENSG00000109771,ENSMUSG00000031637,Lrp2bp,1,LRP2BP
ENSG00000279161,,,,
ENSG00000278522,,,,POTEB3
ENSG00000197380,ENSMUSG00000078794,Dact3,1,DACT3
ENSG00000204613,ENSMUSG00000073400,Trim10,1,TRIM10
ENSG00000243560,,,,RN7SL364P
ENSG00000211513,,,,MIR320E
ENSG00000269487,,,,
ENSG00000222614,,,,Y_RNA
ENSG00000243733,,,,
ENSG00000128011,ENSMUSG00000030600,Lrfn1,1,LRFN1
ENSG00000241636,,,,LINC01323
ENSG00000254226,,,,LINC01933
ENSG00000240354,,,,
ENSG00000130545,ENSMUSG00000044279,Crb3,1,CRB3
ENSG00000242104,,,,LINC02618
ENSG00000249305,,,,
ENSG00000180770,,,,OR7E129P
ENSG00000243154,,,,SYPL1P1
ENSG00000164112,ENSMUSG00000085007,Smim43,1,SMIM43
ENSG00000287323,,,,
ENSG00000234204,,,,PIGPP2
ENSG00000224127,,,,
ENSG00000163630,ENSMUSG00000056296,Synpr,1,SYNPR
ENSG00000233099,,,,
ENSG00000087206,ENSMUSG00000025878,Uimc1,1,UIMC1
ENSG00000233994,,,,GDI2P2
ENSG00000236667,,,,RPL27AP3
ENSG00000237180,,,,CYP46A4P
ENSG00000260163,,,,
ENSG00000213561,,,,
ENSG00000233494,,,,
ENSG00000237194,,,,SNAI1P1
ENSG00000234496,,,,MRPS21P1
ENSG00000213958,,,,KRT18P29
ENSG00000204610,ENSMUSG00000050747,Trim15,0,TRIM15
ENSG00000286868,,,,
ENSG00000233973,,,,LINC01360
ENSG00000283940,,,,MTND3P15
ENSG00000166813,ENSMUSG00000050382,Kif7,1,KIF7
ENSG00000153246,ENSMUSG00000054580,Pla2r1,1,PLA2R1
ENSG00000205744,ENSMUSG00000002668,Dennd1c,1,DENND1C
ENSG00000237552,,,,LINC02567
ENSG00000242902,,,,FLNC-AS1
ENSG00000128524,ENSMUSG00000004285,Atp6v1f,1,ATP6V1F
ENSG00000241002,,,,RPL32P13
ENSG00000132854,ENSMUSG00000035407,Kank4,1,KANK4
ENSG00000202536,,,,Y_RNA
ENSG00000241741,,,,RPL7AP30
ENSG00000250500,,,,
ENSG00000272899,ENSMUSG00000090685,Atp6v1fnb,1,ATP6V1FNB
ENSG00000234841,,,,
ENSG00000251126,,,,
ENSG00000224163,,,,
ENSG00000233892,,,,PAIP1P1
ENSG00000243415,,,,
ENSG00000228814,,,,
ENSG00000234745,,,,HLA-B
ENSG00000248152,,,,ANK2-AS1
ENSG00000280397,,,,
ENSG00000244358,,,,
ENSG00000249373,,,,
ENSG00000128604,ENSMUSG00000029771,Irf5,1,IRF5
ENSG00000283193,,,,MIR1243
ENSG00000241048,,,,
ENSG00000275810,,,,MIR8082
ENSG00000196656,,,,
ENSG00000239941,,,,
ENSG00000239279,,,,RN7SL184P
ENSG00000241397,,,,LINC00903
ENSG00000206820,,,,RNU1-138P
ENSG00000279147,,,,
ENSG00000205208,ENSMUSG00000027811,4930579G24Rik,1,C4orf46
ENSG00000166819,ENSMUSG00000030546,Plin1,1,PLIN1
ENSG00000148357,ENSMUSG00000055632,Hmcn2,1,HMCN2
ENSG00000171503,ENSMUSG00000027809,Etfdh,1,ETFDH
ENSG00000252070,,,,RNA5SP341
ENSG00000241469,,,,LINC00635
ENSG00000222998,,,,RN7SKP259
ENSG00000265566,,,,RN7SL605P
ENSG00000186907,ENSMUSG00000050896,Rtn4rl2,1,RTN4RL2
ENSG00000245281,,,,
ENSG00000249215,,,,NCOA4P4
ENSG00000171992,ENSMUSG00000043079,Synpo,1,SYNPO
ENSG00000227556,,,,
ENSG00000255301,,,,
ENSG00000162616,ENSMUSG00000028035,Dnajb4,1,DNAJB4
ENSG00000187714,ENSMUSG00000100241,Slc18a3,1,SLC18A3
ENSG00000178645,ENSMUSG00000072473,1700024G13Rik,1,C10orf53
ENSG00000253384,,,,
ENSG00000149150,ENSMUSG00000027075,Slc43a1,1,SLC43A1
ENSG00000286542,,,,
ENSG00000254015,,,,MTND4LP26
ENSG00000237810,,,,
ENSG00000285971,,,,
ENSG00000254050,,,,
ENSG00000166821,ENSMUSG00000030545,Pex11a,1,PEX11A
ENSG00000253975,,,,
ENSG00000120725,ENSMUSG00000024357,Sil1,1,SIL1
ENSG00000271355,,,,
ENSG00000287105,,,,
ENSG00000198105,ENSMUSG00000030145,Zfp248,1,ZNF248
ENSG00000253517,,,,XRCC6P4
ENSG00000253431,,,,SRPK2P
ENSG00000162607,ENSMUSG00000028560,Usp1,1,USP1
ENSG00000240915,,,,
ENSG00000253121,,,,
ENSG00000137561,ENSMUSG00000073988,Ttpa,1,TTPA
ENSG00000234281,,,,LANCL1-AS1
ENSG00000132376,ENSMUSG00000006127,Inpp5k,1,INPP5K
ENSG00000241362,,,,RPL36AP43
ENSG00000253555,,,,TARDBPP4
ENSG00000288625,,,,
ENSG00000250379,,,,
ENSG00000270673,,,,YTHDF3-DT
ENSG00000237758,,,,BANF1P3
ENSG00000095303,ENSMUSG00000047250,Ptgs1,1,PTGS1
ENSG00000286384,,,,
ENSG00000243789,ENSMUSG00000098789,Jmjd7,1,JMJD7
ENSG00000224391,,,,LINC01280
ENSG00000185728,ENSMUSG00000047213,Ythdf3,1,YTHDF3
ENSG00000272902,,,,TBC1D8-AS1
ENSG00000232359,,,,
ENSG00000275234,,,,
ENSG00000115145,ENSMUSG00000055371,Stam2,1,STAM2
ENSG00000104833,ENSMUSG00000062591,Tubb4a,1,TUBB4A
ENSG00000266412,ENSMUSG00000056234,Ncoa4,1,NCOA4
ENSG00000134809,ENSMUSG00000027076,Timm10,1,TIMM10
ENSG00000156587,ENSMUSG00000027078,Ube2l6,1,UBE2L6
ENSG00000252122,,,,
ENSG00000168970,ENSMUSG00000098488,Pla2g4b,1,JMJD7-PLA2G4B
ENSG00000168970,ENSMUSG00000033852,Gm28042,1,JMJD7-PLA2G4B
ENSG00000261717,ENSMUSG00000031953,Tmem170,1,
ENSG00000286749,,,,
ENSG00000274220,,,,
ENSG00000233602,,,,ERI3-IT1
ENSG00000233271,,,,
ENSG00000286350,,,,
ENSG00000285954,,,,
ENSG00000253297,,,,
ENSG00000166822,ENSMUSG00000031953,Tmem170,1,TMEM170A
ENSG00000233333,,,,RNFT1P2
ENSG00000250346,,,,EEF1GP2
ENSG00000113300,ENSMUSG00000020362,Cnot6,1,CNOT6
ENSG00000229750,,,,
ENSG00000229457,,,,LINC01789
ENSG00000240371,,,,RPS4XP13
ENSG00000154027,ENSMUSG00000039058,Ak5,1,AK5
ENSG00000288534,ENSMUSG00000050043,Tmx2,0,
ENSG00000183292,,,,PRSS40A
ENSG00000261476,,,,
ENSG00000225449,,,,RAB6C-AS1
ENSG00000183196,,,,CHST6
ENSG00000213593,ENSMUSG00000050043,Tmx2,1,TMX2
ENSG00000203472,,,,
ENSG00000273971,,,,
ENSG00000260092,,,,
ENSG00000268203,,,,
ENSG00000144452,ENSMUSG00000050296,Abca12,1,ABCA12
ENSG00000268191,,,,
ENSG00000259992,,,,
ENSG00000125657,ENSMUSG00000035678,Tnfsf9,0,TNFSF9
ENSG00000276408,,,,
ENSG00000034713,ENSMUSG00000031950,Gabarapl2,1,GABARAPL2
ENSG00000261542,,,,
ENSG00000241964,,,,RN7SL135P
ENSG00000253706,,,,
ENSG00000268742,,,,
ENSG00000137558,ENSMUSG00000067780,Pi15,1,PI15
ENSG00000269546,,,,CLIC4P2
ENSG00000275106,,,,
ENSG00000242241,,,,RN7SL306P
ENSG00000253852,,,,
ENSG00000244556,,,,ODCP
ENSG00000251545,,,,
ENSG00000199223,,,,Y_RNA
ENSG00000230359,,,,TPI1P2
ENSG00000125726,ENSMUSG00000019489,Cd70,1,CD70
ENSG00000276523,,,,
ENSG00000242162,,,,
ENSG00000287194,,,,
ENSG00000241102,,,,
ENSG00000241573,,,,
ENSG00000243704,,,,RN7SL105P
ENSG00000166848,ENSMUSG00000033430,Terf2ip,1,TERF2IP
ENSG00000213592,,,,PPIAP42
ENSG00000164332,ENSMUSG00000041231,Ublcp1,1,UBLCP1
ENSG00000167705,ENSMUSG00000038195,Rilp,1,RILP
ENSG00000234108,,,,
ENSG00000240416,,,,CYCSP20
ENSG00000232676,,,,ADH5P2
ENSG00000225167,,,,TXNP2
ENSG00000230626,ENSMUSG00000035027,Map2k2,1,
ENSG00000158457,ENSMUSG00000001763,Tspan33,1,TSPAN33
ENSG00000149131,ENSMUSG00000023224,Serping1,1,SERPING1
ENSG00000268785,,,,RPL7P50
ENSG00000284484,ENSMUSG00000095975,Cphx1,0,
ENSG00000132122,ENSMUSG00000034401,Spata6,1,SPATA6
ENSG00000282757,,,,DUXB
ENSG00000240199,,,,RN7SL520P
ENSG00000261424,,,,ATP5PBP7
ENSG00000125730,ENSMUSG00000024164,C3,1,C3
ENSG00000283755,ENSMUSG00000095975,Cphx1,0,CPHXL
ENSG00000254043,,,,
ENSG00000200468,,,,RNA5SP403
ENSG00000252927,,,,RNA5SP404
ENSG00000260362,,,,
ENSG00000283221,,,,
ENSG00000137877,ENSMUSG00000074899,Sptbn5,1,SPTBN5
ENSG00000287830,,,,
ENSG00000261810,,,,
ENSG00000174231,ENSMUSG00000020850,Prpf8,1,PRPF8
ENSG00000261647,,,,IMPDH1P11
ENSG00000285543,,,,
ENSG00000266439,,,,RN7SL493P
ENSG00000200629,,,,RNY1P11
ENSG00000260756,,,,
ENSG00000280318,,,,
ENSG00000279662,,,,
ENSG00000249073,,,,WSPAR
ENSG00000128602,ENSMUSG00000001761,Smo,1,SMO
ENSG00000199482,,,,RNU6-633P
ENSG00000249950,,,,
ENSG00000246379,,,,GNAO1-DT
ENSG00000127743,ENSMUSG00000024578,Il17b,1,IL17B
ENSG00000104381,ENSMUSG00000025777,Gdap1,1,GDAP1
ENSG00000165606,ENSMUSG00000041730,Prrxl1,1,DRGX
ENSG00000165983,ENSMUSG00000026730,Pter,1,PTER
ENSG00000279523,,,,
ENSG00000260041,,,,
ENSG00000094755,ENSMUSG00000020159,Gabrp,1,GABRP
ENSG00000087258,,,,GNAO1
ENSG00000165312,ENSMUSG00000043415,Otud1,1,OTUD1
ENSG00000271817,,,,U3
ENSG00000253626,ENSMUSG00000078812,Eif5a,1,EIF5AL1
ENSG00000171497,ENSMUSG00000027804,Ppid,1,PPID
ENSG00000188816,ENSMUSG00000050100,Hmx2,1,HMX2
ENSG00000227345,ENSMUSG00000021911,Parg,1,PARG
ENSG00000243230,,,,
ENSG00000106571,ENSMUSG00000021318,Gli3,1,GLI3
ENSG00000206703,,,,RNU6-128P
ENSG00000249973,,,,CHCHD2P7
ENSG00000277586,ENSMUSG00000022055,Nefl,1,NEFL
ENSG00000029559,ENSMUSG00000029306,Ibsp,1,IBSP
ENSG00000213579,,,,
ENSG00000171481,,,,OR1L3
ENSG00000137960,ENSMUSG00000039131,Gipc2,1,GIPC2
ENSG00000136848,ENSMUSG00000026883,Dab2ip,1,DAB2IP
ENSG00000183199,,,,HSP90AB3P
ENSG00000283327,,,,MIR6841
ENSG00000272157,,,,
ENSG00000286618,,,,
ENSG00000139433,ENSMUSG00000011884,Gltp,1,GLTP
ENSG00000253832,,,,
ENSG00000202000,ENSMUSG00000065337,Gm24929,0,RNU1-36P
ENSG00000202000,ENSMUSG00000065718,Gm25650,0,RNU1-36P
ENSG00000288055,,,,
ENSG00000118762,ENSMUSG00000034462,Pkd2,1,PKD2
ENSG00000287785,,,,
ENSG00000253225,,,,
ENSG00000222755,ENSMUSG00002075593,7SK,0,RN7SKP206
ENSG00000253926,,,,
ENSG00000149575,ENSMUSG00000070304,Scn2b,1,SCN2B
ENSG00000237852,,,,
ENSG00000263763,,,,MIR3686
ENSG00000285108,,,,
ENSG00000116745,ENSMUSG00000028174,Rpe65,1,RPE65
ENSG00000224110,,,,MTRF1LP2
ENSG00000147697,ENSMUSG00000056293,Gsdmc2,0,GSDMC
ENSG00000147697,ENSMUSG00000055827,Gsdmc3,0,GSDMC
ENSG00000147697,ENSMUSG00000079025,Gsdmc,0,GSDMC
ENSG00000147697,ENSMUSG00000055748,Gsdmc4,0,GSDMC
ENSG00000132855,ENSMUSG00000028553,Angptl3,1,ANGPTL3
ENSG00000255425,ENSMUSG00000093934,Olfr971,0,OR8G3P
ENSG00000255425,ENSMUSG00000095390,Olfr229,0,OR8G3P
ENSG00000200293,,,,RNA5SP393
ENSG00000264850,,,,MIR4310
ENSG00000259563,,,,
ENSG00000104131,ENSMUSG00000043424,Eif3j2,0,EIF3J
ENSG00000104131,ENSMUSG00000027236,Eif3j1,1,EIF3J
ENSG00000109854,ENSMUSG00000039745,Htatip2,1,HTATIP2
ENSG00000255892,,,,NDFIP1P1
ENSG00000255960,,,,
ENSG00000256138,,,,ZKSCAN7P1
ENSG00000175764,ENSMUSG00000026885,Ttll11,1,TTLL11
ENSG00000139151,ENSMUSG00000030230,Plcz1,1,PLCZ1
ENSG00000229140,,,,CCDC26
ENSG00000285407,,,,
ENSG00000177283,ENSMUSG00000036904,Fzd8,1,FZD8
ENSG00000272506,,,,
ENSG00000172380,ENSMUSG00000036402,Gng12,1,GNG12
ENSG00000151923,ENSMUSG00000030846,Tial1,1,TIAL1
ENSG00000118777,ENSMUSG00000029299,Abcg3,0,ABCG2
ENSG00000254135,,,,
ENSG00000286429,,,,
ENSG00000136247,ENSMUSG00000001844,Zdhhc4,1,ZDHHC4
ENSG00000272855,,,,
ENSG00000270549,,,,
ENSG00000106927,ENSMUSG00000028356,Ambp,1,AMBP
ENSG00000237163,,,,
ENSG00000229636,,,,KRT8P21
ENSG00000204385,ENSMUSG00000007034,Slc44a4,1,SLC44A4
ENSG00000163364,,,,LINC01116
ENSG00000116675,ENSMUSG00000028528,Dnajc6,1,DNAJC6
ENSG00000013561,ENSMUSG00000060450,Rnf14,1,RNF14
ENSG00000227259,,,,HMGN2P22
ENSG00000276980,,,,
ENSG00000283994,,,,
ENSG00000283950,,,,MIR6791
ENSG00000228400,,,,
ENSG00000168004,ENSMUSG00000024973,Plaat5,1,PLAAT5
ENSG00000287085,,,,
ENSG00000125733,ENSMUSG00000019487,Trip10,1,TRIP10
ENSG00000261439,,,,GNAO1-AS1
ENSG00000114933,ENSMUSG00000040865,Ino80d,1,INO80D
ENSG00000265281,,,,MIR3935
ENSG00000287866,,,,
ENSG00000260198,,,,
ENSG00000279764,,,,
ENSG00000272372,,,,
ENSG00000159461,ENSMUSG00000031751,Amfr,1,AMFR
ENSG00000259659,,,,
ENSG00000277597,,,,
ENSG00000206957,,,,Y_RNA
ENSG00000185561,ENSMUSG00000038217,Tlcd2,1,TLCD2
ENSG00000185880,ENSMUSG00000033368,Trim69,1,TRIM69
ENSG00000136883,ENSMUSG00000028357,Kif12,1,KIF12
ENSG00000283824,ENSMUSG00000065529,Mir22,1,MIR22
ENSG00000167711,ENSMUSG00000038224,Serpinf2,1,SERPINF2
ENSG00000110075,ENSMUSG00000024908,Ppp6r3,1,PPP6R3
ENSG00000118246,ENSMUSG00000025962,Fastkd2,1,FASTKD2
ENSG00000241853,,,,
ENSG00000224149,,,,
ENSG00000201707,,,,RNU6-818P
ENSG00000221440,,,,RNU6ATAC31P
ENSG00000251285,,,,
ENSG00000199326,,,,RNU6-1298P
ENSG00000266690,,,,MIR4274
ENSG00000162433,ENSMUSG00000028527,Ak4,1,AK4
ENSG00000272620,,,,AFAP1-AS1
ENSG00000196526,ENSMUSG00000029094,Afap1,1,AFAP1
ENSG00000228189,,,,LINC02843
ENSG00000213625,ENSMUSG00000035212,Leprot,1,LEPROT
ENSG00000170419,ENSMUSG00000048834,Vstm2a,1,VSTM2A
ENSG00000239207,,,,GAPDHP39
ENSG00000159899,ENSMUSG00000028469,Npr2,1,NPR2
ENSG00000260621,,,,
ENSG00000241792,,,,
ENSG00000255993,,,,PSMC1P9
ENSG00000242671,,,,LINC02010
ENSG00000255648,,,,
ENSG00000165449,ENSMUSG00000037762,Slc16a9,1,SLC16A9
ENSG00000087263,ENSMUSG00000033009,Ogfod1,1,OGFOD1
ENSG00000287164,,,,
ENSG00000177938,ENSMUSG00000041791,Capza3,1,CAPZA3
ENSG00000249565,,,,SERBP1P5
ENSG00000214357,ENSMUSG00000034413,Neurl1b,1,NEURL1B
ENSG00000114771,ENSMUSG00000027761,Aadac,1,AADAC
ENSG00000156414,ENSMUSG00000054003,Tdrd9,1,TDRD9
ENSG00000248117,,,,MICOS10P4
ENSG00000284829,,,,
ENSG00000139144,ENSMUSG00000030228,Pik3c2g,1,PIK3C2G
ENSG00000286974,,,,
ENSG00000138772,ENSMUSG00000029484,Anxa3,1,ANXA3
ENSG00000227207,,,,RPL31P12
ENSG00000227016,,,,LINC02796
ENSG00000079246,ENSMUSG00000026187,Xrcc5,1,XRCC5
ENSG00000213676,ENSMUSG00000015461,Atf6b,1,ATF6B
ENSG00000132386,ENSMUSG00000000753,Serpinf1,1,SERPINF1
ENSG00000233664,,,,NDUFS5P3
ENSG00000237928,,,,NFIA-AS2
ENSG00000065809,ENSMUSG00000026655,Fam107b,1,FAM107B
ENSG00000184584,ENSMUSG00000024349,Sting1,1,STING1
ENSG00000105926,ENSMUSG00000038388,Pals2,1,PALS2
ENSG00000158966,ENSMUSG00000028532,Cachd1,1,CACHD1
ENSG00000284054,,,,MIR7112
ENSG00000260428,ENSMUSG00000034161,Scx,1,SCX
ENSG00000276121,,,,
ENSG00000259187,,,,
ENSG00000238845,,,,Y_RNA
ENSG00000185122,ENSMUSG00000022556,Hsf1,1,HSF1
ENSG00000169255,ENSMUSG00000043300,B3galnt1,1,B3GALNT1
ENSG00000103855,ENSMUSG00000035914,Cd276,1,CD276
ENSG00000168828,ENSMUSG00000046450,Olfr71,1,OR13J1
ENSG00000237743,,,,FBP2P1
ENSG00000232743,,,,ELF2P3
ENSG00000277357,,,,NPAP1P7
ENSG00000234575,,,,CTSLP8
ENSG00000233884,,,,
ENSG00000214888,,,,
ENSG00000234460,,,,
ENSG00000177992,ENSMUSG00000056223,Spata31,0,SPATA31E1
ENSG00000185920,ENSMUSG00000021466,Ptch1,1,PTCH1
ENSG00000186532,ENSMUSG00000018809,Smyd4,1,SMYD4
ENSG00000065427,ENSMUSG00000031948,Kars,1,KARS1
ENSG00000136267,ENSMUSG00000036095,Dgkb,1,DGKB
ENSG00000213703,,,,
ENSG00000203965,ENSMUSG00000073791,Efcab7,1,EFCAB7
ENSG00000279876,,,,
ENSG00000287135,,,,
ENSG00000270891,,,,
ENSG00000171951,ENSMUSG00000050711,Scg2,1,SCG2
ENSG00000099814,ENSMUSG00000072825,Cep170b,1,CEP170B
ENSG00000254011,,,,
ENSG00000279752,,,,
ENSG00000280721,,,,LINC01943
ENSG00000238035,,,,
ENSG00000233286,,,,MTND3P10
ENSG00000257226,,,,
ENSG00000224063,,,,
ENSG00000132383,ENSMUSG00000000751,Rpa1,1,RPA1
ENSG00000286403,,,,
ENSG00000204315,ENSMUSG00000033739,Fkbpl,1,FKBPL
ENSG00000223479,,,,LINC02238
ENSG00000233674,,,,
ENSG00000164330,ENSMUSG00000057098,Ebf1,1,EBF1
ENSG00000286621,,,,
